Barcode,ProductName,Manufacturer,Brand,TC,atx,LC
74867584218,"ZAP-A-ROACH, ZAP854, 100% BORIC ACID ROACH & ANT KILLER 1 LB",Zap-A-Roach,Zap-A-Roach,Pesticide,z-Tox Solids,Solid
21709172164,Zep Enforcer CFF16/20 Enforcer 16 Ounce Killer Flea Aerosol,Zep Inc.,Enforcer,Pesticide,z-Tox Solids,Aerosol
21709370553,Zep Enforcer HDPRO36 Zep Sprayer Pro1,Zep Inc.,Enforcer,Garage,z-Bulk Flam,Tools & Containers
21709522068,Zep Enforcer ZHCR64NG6 Enforcer Drain Opener Liquid 64 Oz (Case of 6),Zep Inc.,Enforcer,Cleaners,j-Oxidizers,Acid
21709011562,Zep Enforcer ZUAIR32 Zep 32 Ounce Commercial Air And Fabric Odor Eliminator,Zep Inc.,Enforcer,Cleaners,z-Flam Tox,Liquid
21709370409,Zep Enforcer ZUCON128 Zep Gallon Driveway Cleaner (Case of 4),Zep Inc.,Enforcer,Cleaners,h-Bases,Base
21709009231,Zep Enforcer ZUSTT32PF Zep Cleaner Shower/Tub/Tile 32 Oz,Zep Inc.,Enforcer,Cleaners,z-Flam Tox,Liquid
21709009637,Zep Enforcer ZUWLFF128 Zep 1 Gallon Wet Look Floor Finish,Zep Inc.,Enforcer,Home Building,z-Bulk Flam,Liquid
47719003045,Zinsser 00304 Clear Bulls Eye 3 Pound Cut Shellac Quart,Rust-Oleum Corporation,Zinsser,Paint,z-OBP,Liquid
47719003168,Zinsser 00316 Clear Bulls Eye 3 Pound Cut Shellac 1/2 Pint,Rust-Oleum Corporation,Zinsser,Paint,z-Flam Tox,Liquid
47719004080,Zinsser 00408 Clear Bulls Eye Shellac Spray (Case of 6),Rust-Oleum Corporation,Zinsser,Paint,z-Aerosols Punc,Aerosol
47719020042,Zinsser 02004 Bulls Eye 1-2-3 White Primer Water Base Quart,Rust-Oleum Corporation,Zinsser,Paint,z-Latex,Liquid
47719020318,Zinsser 02031 Bulls Eye 1-2-3 Deep Tint Primer Gallon Water Based (Case of 4),Rust-Oleum Corporation,Zinsser,Paint,z-Latex,Liquid
47719020349,Zinsser 02034 Bulls Eye 1-2-3 Deep Tint Primer Gallon Quart Water Base,Rust-Oleum Corporation,Zinsser,Paint,z-Latex,Liquid
47719024019,Zinsser 02401 DIF Liquid Concentrate Wallpaper Stripper Gallon,Rust-Oleum Corporation,Zinsser,Home Building,z-Bulk Flam,Liquid
47719024224,Zinsser 02422 DIF Liquid Concentrate Wallpaper Stripper 22 Ounce,Rust-Oleum Corporation,Zinsser,Home Building,z-Flam Tox,Liquid
47719024668,Zinsser 02466 DIF Gel Ready To Use Wallpaper Stripper 22 Ounce,Rust-Oleum Corporation,Zinsser,Home Building,z-Bulk Flam,Liquid
47719035008,Zinsser 03500 Cover-Stain Oil Base Primer Stain Blocker 5 Gallon,Rust-Oleum Corporation,Zinsser,Paint,z-Bulk Flam,Liquid
47719035015,Zinsser 03501 Cover-Stain Oil-Base Primer Gallon (Case of 4),Rust-Oleum Corporation,Zinsser,Paint,z-OBP,Liquid
47719036081,Zinsser 03608 Cover Stain Oil Base Stain Primer White,Rust-Oleum Corporation,Zinsser,Paint,z-Aerosols Punc,Aerosol
47719036098,"ZINSSER 3609 Oil Based Primer, White, 16 Oz",Rust-Oleum Corporation,Zinsser,Paint,z-Areosols Non-Punc,Aerosol
47719421542,"ZINSSER 42154 Paint Remover and Stripper, 1 qt.",Rust-Oleum Corporation,Zinsser,Cleaners,z-Bulk Flam,Liquid
47719035046,Zinsser Cover Stain Interior/Exterior Stain Blocking Primer,Rust-Oleum Corporation,Zinsser,Paint,z-OBP,Liquid
38514740044,Zip Kleen 274004 Brush & Roller Cleaner 1 Quart,"W.M. Barr & Company, Inc.",Klean-Strip,Cleaners,z-Bulk Flam,Liquid
41689301224,Zippo Lighter Fluid 12OZ. Multi-Colored,Zippo Manufacturing Company,Zippo,Garage,z-Flam Tox,Liquid
